LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,risk_group
28000,68000,106000,6,0.254569688,0.449442379,114.7,11,21,33.77991535,0,1,0,0,1,0,0,0,medium risk
22400,51470,68139,9,0,0,31.16869601,2,8,37.95217991,1,0,1,0,0,0,0,0,medium risk
10500,64331,65040,4,0,0,66.54105782,1,20,42.33212434,0,1,0,0,1,0,0,0,low risk
9800,49298,73426,9,3,1,242.3890162,1,29,34.69036125,0,1,0,1,0,0,0,0,medium risk
16700,59207,83146,2,0,0,309.496388,3,15,43.48806641,1,0,0,0,1,0,0,0,low risk
13000,29461,49326,11,0,0,171.5976685,1,8,38.91799988,0,1,0,0,0,1,0,0,medium risk
18900,91784,117626,21,0,0,280.1234728,0,16,25.67302186,1,0,0,0,1,0,0,0,low risk
29000,79000,101776.0487,8,0,1,189.7,1,33,33.77991535,0,1,0,0,0,1,0,0,medium risk
20000,125000,165000,2,0,0,314.5,0,30,33.77991535,1,0,0,0,0,1,0,0,low risk
15000,73760.8172,54869,8,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,1,0,0,1,0,0,0,0,medium risk
24200,150939,183208,1,0,0,205.776802,0,34,39.65633406,1,0,0,0,1,0,0,0,low risk
24800,37200,67000,10,1,8,242.4666667,4,23,33.77991535,1,0,0,0,1,0,0,0,high risk
7400,75311,89905,0,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,27.20199961,1,0,0,0,0,1,0,0,low risk
25900,73760.8172,101776.0487,20,0,2,190.9965648,0,22,31.16238948,1,0,0,0,1,0,0,0,medium risk
30600,54372,78653,0,0,0,156.4135697,3,19,40.61109433,1,0,0,1,0,0,0,0,low risk
24200,39808,101776.0487,3,1,0,184.7251127,0,16,51.63038059,1,0,0,0,0,0,0,1,high risk
26900,113724,151969,4,0.254569688,0.449442379,294.8927627,1,36,42.39724899,1,0,0,1,0,0,0,0,low risk
19100,73217,93033,1,2,1,113.6945661,2,26,36.38416382,1,0,0,0,1,0,0,0,medium risk
16100,105719,116491,1,0,0,117.8736121,2,20,38.7636997,1,0,0,0,1,0,0,0,low risk
17200,50742,71000,15,0,0,179.7662752,0,0,33.77991535,1,0,0,0,1,0,0,0,high risk
25000,68000,101776.0487,8,0.254569688,1,134.7666667,3,33,33.77991535,1,0,0,0,1,0,0,0,medium risk
5000,72517,86250,19,0,1,300.3666667,1,24,33.77991535,1,0,1,0,0,0,0,0,low risk
5000,34200,50830,6,0,0,57,1,9,33.77991535,0,1,0,0,1,0,0,0,high risk
5400,59720,63450,5,0,1,199.9,1,20,33.77991535,0,1,0,0,0,1,0,0,medium risk
59500,47485,69981,4,0,0,100.1393112,0,20,29.47367331,1,0,0,0,1,0,0,0,low risk
17400,62824,82243,5,0.254569688,0.449442379,109.4827485,0,7,34.81844499,1,0,0,0,1,0,0,0,low risk
12100,90917,102400,11,0.254569688,2,159.874518,0,17,33.4537285,1,0,0,0,0,0,1,0,low risk
25600,144616,211230,7,0,0,199.0913081,0,27,39.00292833,0,1,0,0,0,1,0,0,low risk
20000,56683,90600,2,0,0,155.2,1,22,33.77991535,1,0,0,1,0,0,0,0,low risk
25900,21852,57518,2,0,0,80.16847942,2,11,31.98368604,0,1,0,0,1,0,0,0,low risk
11000,116361,143318,15,0.254569688,1,181.0707933,1,32,30.03284549,1,0,0,0,0,1,0,0,low risk
31900,15150,61388,1,0,0,101.8594387,1,5,37.8165708,1,0,0,0,1,0,0,0,low risk
6500,78741,90599,0,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,29.19886067,1,0,0,0,0,1,0,0,low risk
23500,55731,89079,4,0,0,273.6743799,1,25,33.50940904,1,0,1,0,0,0,0,0,low risk
10000,59929,101776.0487,5,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,1,0,0,0,1,0,0,0,medium risk
23300,103783,132612,1,0,0.449442379,120.3479666,0,19,203.3121487,1,0,0,0,0,0,1,0,high risk
26300,58369,88124,7,0,0,234.2215473,1,20,37.15829482,1,0,0,0,1,0,0,0,low risk
15100,39679,62674,5,1,0,95.59910086,1,9,28.50559056,1,0,0,0,0,0,0,0,low risk
25400,76194,98188,0,0.254569688,0.449442379,245.2678533,5,23,42.13810643,1,0,1,0,0,0,0,0,low risk
14900,51219,144894,1,0,0,275.2831155,5,42,39.32388512,1,0,0,0,1,0,0,0,low risk
25900,73760.8172,33888,24,0,0,73.85849672,2,14,28.24306257,0,1,0,0,1,0,0,0,low risk
10800,13365,66979,9,2,1,346.9796514,1,22,16.48162968,0,1,0,0,1,0,0,0,low risk
9600,53196,63942,16,0,4,227.563684,0,36,24.01676994,1,0,0,0,1,0,0,0,low risk
2800,50795,63100,26,2,15,145.6333333,3,45,33.77991535,0,1,0,0,0,0,0,1,high risk
42100,21137,65676,21,0,0,194.3463245,1,31,43.20591058,1,0,0,0,1,0,0,0,low risk
18600,73760.8172,95085,8.922268136,0,0,175.7879949,1,10,32.25091533,0,0,0,0,1,0,0,0,low risk
7600,58622,77726,15,0,0,249.6337607,2,36,34.88206644,0,1,0,0,1,0,0,0,low risk
17800,68889,85642,0,2,2,105.7679609,2,25,34.62992201,1,0,0,0,1,0,0,0,low risk
2400,18000,101776.0487,22,0.254569688,2,121.7333333,0,10,33.77991535,0,1,1,0,0,0,0,0,high risk
14600,82051,118505,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,35.89056247,0,0,0,0,0,0,0,0,low risk
14700,51829,69136,14,0,0,169.9853078,0,18,35.63539385,1,0,0,0,1,0,0,0,medium risk
23900,80406,108122,17,0,0,211.9232754,0,13,41.4948398,1,0,0,0,1,0,0,0,low risk
21700,45697,68144,5,0,0,166.8710357,1,27,36.40831543,1,0,0,1,0,0,0,0,low risk
17200,62108,101776.0487,21,0,0,174.3961345,1,21,34.53892537,1,0,0,1,0,0,0,0,low risk
9500,79479,88772,8,0,0,189.5890747,0,12,37.95298991,1,0,0,0,0,1,0,0,low risk
21600,43449,68744,11,0,1,121.950991,1,22,40.91647738,1,0,0,1,0,0,0,0,low risk
4000,17000,52012,22,3,1,85.33333333,1,9,33.77991535,0,1,0,0,0,1,0,0,high risk
10800,67171,82138,2,0,0,89.12452631,0,6,38.8031464,0,1,0,0,1,0,0,0,low risk
15800,25344,79736,8.922268136,0,0,249.9837678,0,50,42.43556267,0,1,0,0,1,0,0,0,low risk
11600,64510,71105,5,0,0,150.263332,1,34,43.23918712,1,0,0,0,0,1,0,0,low risk
10200,55539,65357,5,0,0,190.9459308,1,17,28.64082373,1,0,1,0,0,0,0,0,low risk
27100,140305,237302,27,0,0,349.5142676,2,18,37.42084716,0,1,0,0,0,1,0,0,low risk
25100,28244,48375,28,0,0,303.0950845,1.186055046,13,31.68881825,1,0,0,0,1,0,0,0,low risk
20000,145000,117500,5,0,0,96.4,3,34,33.77991535,0,0,0,0,0,1,0,0,medium risk
44500,73760.8172,50696,8.922268136,5,0.449442379,128.6563934,1.186055046,20,28.18713999,1,0,0,0,1,0,0,0,low risk
14200,102789,123691,3,0,0,127.0600081,1,26,31.33876448,1,0,0,0,0,0,0,0,low risk
50000,174900,250000,5.5,0,0,235.4333333,2,33,33.77991535,1,0,0,0,0,1,0,0,low risk
8400,48032,95213,5,1,4,326.6795905,0,30,38.19168174,0,1,0,1,0,0,0,0,medium risk
13400,98701,129679,10,0,0,179.127926,2,32,29.54928351,0,1,0,0,0,1,0,0,low risk
15500,52051,88200,30,0,0,211.0666667,0,22,33.77991535,1,0,0,1,0,0,0,0,low risk
6700,134616,155034,13,1,0,215.4224064,0,19,19.49387198,0,1,0,0,0,1,0,0,low risk
20600,185050,234004,3,0,0,313.6044894,0,27,40.04911263,1,0,0,0,0,1,0,0,low risk
22000,54010,97800,1,0,0,192.7333333,0,26,33.77991535,1,0,0,0,0,1,0,0,medium risk
20400,60393,98247,3,0,0,149.5711997,0,22,34.34224939,1,0,0,1,0,0,0,0,low risk
14600,82837,95796,0,0,0,148.3552211,0,23,42.03308487,1,0,0,0,1,0,0,0,low risk
24100,164155,225184,2,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,31.56422692,0,1,0,0,0,0,0,1,medium risk
17400,113890,135146,16,0,0,174.1014596,1,17,37.6335491,1,0,0,0,0,0,0,0,low risk
8500,30077,42770,0.25,0,0,89.26666667,0,10,33.77991535,1,0,0,1,0,0,0,0,medium risk
34200,119575,175235,16,0,0,131.5424382,1,16,27.14989852,1,0,0,0,0,1,0,0,low risk
10000,50070,60670,5,2,0,15.23333333,0,1,33.77991535,0,1,0,0,1,0,0,0,high risk
11900,108763,128780,8,0,0,60.3779329,3,21,49.41811438,1,0,0,1,0,0,0,0,high risk
12500,101047,118913,2,0,0,156.6054917,1,22,35.89928784,0,1,0,1,0,0,0,0,low risk
9000,31896,46195,25,0,2,122.3891553,3,16,36.68165215,0,1,0,0,1,0,0,0,medium risk
23500,73760.8172,66217,24,0,1,122.1475515,1,8,20.17202126,1,0,0,0,1,0,0,0,low risk
23400,64332,95770,13,0,0,128.2392225,0,13,35.15764561,0,1,0,1,0,0,0,0,low risk
22800,52760,81362,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,38.02467732,0,0,0,0,0,0,0,0,low risk
21300,99613,147991,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,38.49756059,0,1,0,0,0,0,0,0,low risk
40800,127034,198587,8.922268136,1,0,186.5429439,0,25,35.40002128,1,0,1,0,0,0,0,0,low risk
28100,75768,101776.0487,9,0.254569688,0,133.121867,3,33,46.75180011,1,0,0,0,1,0,0,0,high risk
10600,27666,56218,3,0,0,249.8511899,0,10,39.52832634,0,1,0,0,1,0,0,0,low risk
18700,50354,79011,1,0.254569688,1,290.8270296,1,10,35.13903436,1,0,0,0,1,0,0,0,low risk
30000,73760.8172,50000,4,0,1,118.6666667,1,15,33.77991535,0,1,0,1,0,0,0,0,medium risk
30800,54981,82038,2,0,0,165.0778474,2,19,41.23925628,1,0,0,1,0,0,0,0,low risk
18700,68196,89641,0,2,1,112.9760412,1,26,34.41462163,1,0,0,0,1,0,0,0,medium risk
43300,73760.8172,48908,8.922268136,5,0.449442379,123.4028599,1.186055046,19,28.19235324,1,0,0,0,1,0,0,0,low risk
15200,44414,60098,4,1,0,105.749642,2,9,27.37526941,1,0,0,0,0,0,0,0,low risk
3900,21200,39000,4,0,1,86.56666667,2,14,33.77991535,1,0,1,0,0,0,0,0,high risk
20300,153896,200279,7,0,0,179.7662752,2,16,29.07518765,1,0,0,0,1,0,0,0,low risk
17200,74402,101776.0487,13,0,1,115.3530306,4,34,41.35903633,1,0,0,0,0,1,0,0,medium risk
15000,73760.8172,87360,28,0,0,323.6333333,0,16,33.77991535,1,0,0,1,0,0,0,0,low risk
20600,52946,83558,0,0,0,65.88287939,0,10,65.14359346,1,0,0,0,1,0,0,0,high risk
60000,122729,207797,9,0,0,313.3343967,2,27,35.02857792,1,0,0,0,0,1,0,0,low risk
18000,74162,89823,0,2,1,121.7614658,1,26,34.02520751,1,0,0,0,1,0,0,0,medium risk
24400,119000,144400,33,0,2,229.3,7,36,33.77991535,1,0,1,0,0,0,0,0,high risk
11500,21096,38952,13,0,0,129.7,0,5,33.77991535,1,0,0,1,0,0,0,0,medium risk
5400,48152,55760,6,0.254569688,0,78.45212577,1.186055046,16,35.763638,1,0,0,0,0,0,0,0,low risk
7700,32243,36369,12,0,0,180.4157867,0,13,21.72081838,0,1,0,0,0,1,0,0,low risk
9900,59206,75690,6,0,2,288.3950585,1,19,30.77602786,0,1,0,1,0,0,0,0,medium risk
36300,35287,56532,8.922268136,0,0,179.7662752,7,0,32.6245319,1,0,0,0,1,0,0,0,low risk
20500,25984,95541,28,1,5,248.4048782,0,21,17.80584889,1,0,0,0,1,0,0,0,medium risk
8900,60782,100000,14,0,8,129.8666667,0,36,33.77991535,0,1,0,0,0,1,0,0,high risk
15000,95300,135700,3,0.254569688,0.449442379,115.6666667,3,16,33.77991535,1,0,0,1,0,0,0,0,medium risk
11800,73760.8172,65769,8.922268136,0,0,357.3326822,0,7,34.32727654,0,1,0,0,1,0,0,0,low risk
19400,39334,103578,6,0,0,127.5305161,0,15,31.36762719,0,1,0,0,1,0,0,0,low risk
16100,94089,159427,6,0,0,101.9604601,0,16,35.99497953,0,1,0,0,0,1,0,0,low risk
16800,94851,119053,2,0,1,270.9986111,1,34,27.00923929,1,0,0,1,0,0,0,0,low risk
13300,44509,72292,3,0,0,208.9206936,3,17,37.05572455,0,1,0,0,0,1,0,0,low risk
20500,37437,65004,1,0,0,120.4267161,0,17,22.52545512,1,0,0,0,1,0,0,0,low risk
14300,94062,102052,14,0.254569688,2,133.3781085,1,17,35.71661211,1,0,0,0,0,0,1,0,low risk
18000,97523,130166,5,0.254569688,0.449442379,247.9728235,3,42,40.59168739,1,0,1,0,0,0,0,0,low risk
12500,157312,181050,7,0.254569688,0,209.7067368,4,25,40.90561976,1,0,0,0,0,1,0,0,low risk
81400,22344,108280,25,0,0,148.1149935,0,14,34.28574143,0,1,0,0,0,0,0,0,low risk
18900,64290,87837,2,0,0,309.005458,3,15,42.16835848,1,0,0,0,1,0,0,0,low risk
24600,83099,113245,9,0,1,122.7492164,0,19,28.12573109,1,0,0,0,0,1,0,0,low risk
7400,51974,59323,4,0,0,83.34671188,0,18,23.39763463,0,1,0,0,1,0,0,0,low risk
15500,79185,88693,19,0,0,244.2078401,10,23,36.33936235,1,0,1,0,0,0,0,0,low risk
17500,92986,114276,13,0,0,116.9613578,2,8,36.25138573,1,0,0,0,1,0,0,0,low risk
28900,77916,130728,2,0,0,290.7726081,1,23,39.09547645,1,0,0,1,0,0,0,0,low risk
22800,49361,81914,4,0,0,264.9370662,2,25,32.01024461,1,0,1,0,0,0,0,0,low risk
21300,143676,181960,8,0,0,313.1874651,0,17,43.64534866,0,1,1,0,0,0,0,0,low risk
38400,31458,71821,4,0,0,191.9755584,2,17,24.98536247,1,0,0,0,0,1,0,0,low risk
22700,46929,71169,6,0,0,57.88081593,2,19,35.55208815,1,0,0,0,1,0,0,0,low risk
21200,63093,101789,18,0,0,623.4562088,1,24,19.41458795,0,1,0,0,0,1,0,0,low risk
8800,74562,89695,24,0,0,338.7767458,1,47,28.43971651,0,1,0,0,1,0,0,0,low risk
16100,63798,91045,8.922268136,0,0,298.2107312,0,19,30.96164513,0,1,0,0,1,0,0,0,low risk
5300,44993,50673,7,0.254569688,0.449442379,184.7427672,1.186055046,18,27.90612273,0,1,0,1,0,0,0,0,low risk
10300,73760.8172,69085,8.922268136,0,0,380.2780405,0,7,36.73982022,0,1,0,0,1,0,0,0,low risk
39600,134552,193455,8.922268136,0,0,185.1938366,0,25,33.2179617,1,0,1,0,0,0,0,0,low risk
18400,89101,118748,7,0,0,153.849763,2,21,21.76282696,1,0,0,0,0,1,0,0,low risk
23700,18825,55549,26,0,1,203.8609299,0,25,26.62907739,1,0,0,0,1,0,0,0,low risk
10600,37742,64334,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,37.54125788,1,0,1,0,0,0,0,0,low risk
23300,103162,135013,9,1,0,188.9398399,5,18,40.67081708,1,0,1,0,0,0,0,0,low risk
22400,95539,124566,9,0,0,140.6955024,1,24,31.86981041,0,1,1,0,0,0,0,0,low risk
20600,91183,138268,12,0,0,113.1666358,3,15,41.20785574,1,0,0,0,1,0,0,0,low risk
38100,93544,142231,11,0,0,55.10985031,0,36,41.2954003,1,0,0,0,1,0,0,0,low risk
16500,44946,64918,25,0,0,247.2784079,0,14,24.35794954,0,1,0,0,1,0,0,0,low risk
23800,188250,233800,2,0,0,307.5727526,1,27,36.6907244,1,0,0,0,0,1,0,0,low risk
14900,65303,84590,6,0,0,121.0649537,1,19,22.57682394,1,0,0,1,0,0,0,0,low risk
10100,54873,73085,5,0,1,252.2528926,1,16,38.7274173,0,1,0,0,1,0,0,0,low risk
8000,28000,41950,2,0,0,103.4,1,20,33.77991535,1,0,0,1,0,0,0,0,medium risk
16800,81820,100366,6,0,1,335.3003273,1.186055046,41,36.21162681,1,0,0,0,0,1,0,0,low risk
27500,145774,206788,4,0,0,191.9410188,0,27,38.00119223,0,1,0,0,0,1,0,0,low risk
6900,50387,68443,7,0.254569688,3,105.827329,2,10,40.71766885,1,0,1,0,0,0,0,0,low risk
25400,149364,210724,10,0,0,266.5067241,1,34,41.61798303,0,1,0,0,1,0,0,0,low risk
20000,46775,70236,9,0,0,179.0823743,1,41,40.43069541,1,0,0,0,0,1,0,0,low risk
23700,73760.8172,78878,4,0,0,408.1876462,0,23,24.20093583,1,0,0,0,0,0,1,0,low risk
26100,50605,77841,21,0.254569688,0,286.4482043,1,31,41.17380505,1,0,0,0,1,0,0,0,low risk
16800,113021,146222,5,3,2,123.8934197,2,65,62.55930782,0,0,1,0,0,0,0,0,high risk
19400,86219,126904,0,0,0,179.7662752,0,0,34.48084978,0,1,0,0,1,0,0,0,high risk
24800,109084,140355,11,2,0,183.7952585,5,18,40.60479583,1,0,1,0,0,0,0,0,low risk
20000,71254,109200,10,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,1,0,0,0,1,0,0,0,medium risk
15100,72645,106343,5,0,0,80.77214991,2,13,34.47559678,1,0,0,0,1,0,0,0,low risk
25000,136375,236250,29,0,0,354.1,1,19,33.77991535,0,1,0,0,0,1,0,0,low risk
18300,90099,118545,12,0,0,140.5158506,3,18,38.89923169,1,0,0,0,0,1,0,0,low risk
8500,6424,32365,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.9044645,0,0,0,0,0,0,0,0,low risk
77200,83962,215000,8,1,2,71.53313192,3,14,33.77991535,0,1,0,0,0,0,0,1,high risk
15100,127045,163833,4,0,0,135.9752767,0,21,25.86181234,1,0,0,1,0,0,0,0,low risk
34100,241545,42189,1,0,2,196.5542212,3,50,42.04270618,1,0,1,0,0,0,0,0,low risk
16500,52028,63745,7,0,0,105.5303761,4,18,41.34484584,1,0,0,0,1,0,0,0,medium risk
25800,73760.8172,51824,8.922268136,0.254569688,0.449442379,89.59981508,1.186055046,12,28.54647846,1,0,0,0,1,0,0,0,low risk
22300,75600,102000,5,0,1,64.93333333,2,28,33.77991535,1,0,1,0,0,0,0,0,high risk
6000,40000,54600,4,0,4,101.4,0,19,33.77991535,0,1,0,0,0,1,0,0,high risk
34900,121550,174507,17,0,0,110.9431095,1,17,30.69930302,1,0,0,0,0,1,0,0,low risk
15000,73335,99400,0.5,0,0,273.9333333,2,21,33.77991535,1,0,0,0,0,1,0,0,medium risk
10600,61513,73143,2,0,0,164.5676555,2,34,43.20495313,1,0,0,0,0,1,0,0,low risk
8200,101230,120087,9,0.254569688,0.449442379,419.2729655,1,49,40.55827149,0,1,0,0,1,0,0,0,low risk
15000,72000,95000,0,0,0,147.1,1,18,33.77991535,1,0,0,0,1,0,0,0,medium risk
27600,153063,202542,10,0,0,266.938956,2,33,42.82914582,0,1,0,0,1,0,0,0,low risk
15600,68056,103179,7,0,0,263.3894092,1,12,37.1830778,0,1,0,0,0,1,0,0,low risk
10000,48769,65328,4,0,1,104.6952407,3,12,39.04935922,1,0,0,1,0,0,0,0,low risk
5100,87258,121382,6,0,0,181.6630402,0,28,25.44475915,0,1,0,0,0,1,0,0,low risk
28500,43413,73248,13,0,0,102.5670171,6,16,35.67150508,1,0,1,0,0,0,0,0,low risk
16300,25004,65000,2,0,0,199.8333333,0,7,33.77991535,1,0,0,0,1,0,0,0,low risk
22300,71800,100000,0.1,0,0,220.1333333,1,26,33.77991535,1,0,0,0,0,0,1,0,medium risk
14700,65660,81937,2,0,0,106.6575189,1,19,25.19780688,1,0,0,1,0,0,0,0,low risk
16900,66812,90973,9,0.254569688,0.449442379,108.0055259,0,10,37.46901795,0,1,0,1,0,0,0,0,low risk
11600,92613,108515,11,0,0,206.8225881,3,16,39.11103947,1,0,0,0,1,0,0,0,low risk
22400,74553,102373,18,0,0,206.5813951,1,12,40.84802282,1,0,0,0,1,0,0,0,low risk
24900,92168,143484,6,0,0,159.5834421,0,31,34.14587135,0,1,0,0,0,1,0,0,low risk
17200,55254,118718,15,0,0,276.9110829,0,20,26.69615871,1,0,0,0,0,1,0,0,low risk
12300,152107,179793,7,0.254569688,1,212.7829956,3,25,43.13409505,1,0,0,0,0,1,0,0,low risk
15800,74815,89721,16,0,0,179.7662752,0,0,37.98450463,1,0,1,0,0,0,0,0,high risk
6400,28041,33438,1,1,0,10.42564285,10,6,29.75370028,1,0,0,0,1,0,0,0,low risk
16500,48833,68872,1,0,0,60.39065229,0,12,22.45962439,1,0,0,0,1,0,0,0,low risk
38200,147457,210065,3,0,0,148.7331849,0,31,35.89492543,0,1,0,0,0,1,0,0,low risk
4100,57992,63797,7,0,4,165.505037,1,31,22.27817437,1,0,0,0,0,1,0,0,low risk
28100,61000,99000,7,0,1,129.1666667,1,31,33.77991535,1,0,1,0,0,0,0,0,medium risk
18600,43438,69441,1,0,0,229.2744494,0,11,35.80007142,1,0,0,1,0,0,0,0,low risk
20600,16779,56481,24,0,1,228.0570024,0,24,27.17664772,1,0,0,0,1,0,0,0,low risk
25900,118965,154728,8,0,0,101.1976068,3,26,32.59840187,1,0,0,0,0,1,0,0,low risk
5500,73760.8172,12972,1,0,1,82.29426635,0,2,36.9867441,0,1,0,0,1,0,0,0,medium risk
80600,16337,109370,28,0,0,137.4399914,0,14,34.20200503,0,1,0,0,0,0,0,0,low risk
24000,114196,150000,4,0,0,289.1333333,0,25,33.77991535,1,0,1,0,0,0,0,0,low risk
50000,43689,104139,9,0,0,219.4172391,2,35,38.55938906,0,1,0,0,0,0,0,1,low risk
8000,84282,121045,28,0,0,330.1748556,1,37,35.36268639,0,1,0,1,0,0,0,0,low risk
23300,71734,100072,6,0,7,122.7994431,0,21,34.53043859,1,0,0,0,0,1,0,0,high risk
7800,55394,63567,23,0,0,262.0143577,2,29,38.98393849,1,0,0,0,1,0,0,0,low risk
12000,48189,53969,5,0,0,276.3817427,0,18,65.49524315,1,0,0,0,1,0,0,0,high risk
26300,94916,127526,0,0,0,195.8476245,2,37,36.01849565,1,0,0,0,0,1,0,0,low risk
24200,90626,116601,2,0,0,226.1163866,1,27,34.49993837,1,0,0,0,0,0,0,1,low risk
10500,57372,67960,1.5,0,0,158.2666667,2,35,33.77991535,1,0,0,0,0,1,0,0,medium risk
23900,73760.8172,151738,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,16.42639471,0,0,0,0,0,0,0,0,low risk
8400,32000,49000,12.6,0,3,41.3,2,18,33.77991535,0,1,1,0,0,0,0,0,high risk
23000,47000,78000,17.8,2,1,100.4666667,0,28,33.77991535,1,0,0,0,1,0,0,0,medium risk
24700,77022,112172,9,0,1,306.8710779,2,28,30.12004195,1,0,1,0,0,0,0,0,low risk
23500,132737,285749,4,0,0,213.3929949,0,14,31.23611381,0,1,1,0,0,0,0,0,low risk
21200,103264,148968,8,0,0,161.8591186,1,22,34.54854127,0,1,0,0,0,1,0,0,low risk
5000,73760.8172,9100,1,0,0,54.73333333,2,8,33.77991535,0,1,0,0,1,0,0,0,high risk
11100,48031,107561,5,0,1,226.7811051,0,9,24.19032663,1,0,0,0,0,1,0,0,low risk
4000,105164,112774,1,0,0,94.72487417,0,13,29.39092806,0,1,0,1,0,0,0,0,low risk
5600,5000,66700,31,1,1,204.0666667,0,11,33.77991535,0,1,0,0,1,0,0,0,medium risk
14800,50570,69422,3,0,0,191.1779415,0,13,36.64708052,1,0,0,0,1,0,0,0,low risk
14000,49207,70525,3,3,3,205.9666667,2,51,33.77991535,1,0,0,1,0,0,0,0,high risk
8800,73760.8172,74928,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,23.98891307,0,0,0,0,0,0,0,0,low risk
15500,82054,104627,3,0,0,9.048515086,1,35,60.64575626,1,0,0,0,0,0,1,0,high risk
18200,49653,159076,20,0,0,231.5497227,0,27,20.41593161,1,0,0,0,0,1,0,0,low risk
25900,108319,135884,8,1,0,188.3758019,5,18,40.50485505,1,0,1,0,0,0,0,0,low risk
15500,36650,62963,6,0,0,260.8567886,0,16,24.29905935,1,0,0,0,0,1,0,0,low risk
12300,48866,73023,11,3,1,251.629062,1,29,32.87687074,0,1,0,1,0,0,0,0,low risk
15000,73760.8172,74750,8.922268136,0.254569688,0.449442379,179.7662752,1.186055046,21.2960962,33.77991535,1,0,0,0,0,0,0,0,medium risk
15700,149305,101776.0487,25,0,2,382.8588359,0,71,38.22834475,1,0,0,0,0,1,0,0,medium risk
